is_muted,time_unmuted,is_speaking,speaking_duration,camera_on,hand_raised,hand_raise_count,message_length,hesitation_count,has_question,confidence_level,missing_assignments,grade_average,grade_trend,days_since_submission,late_submissions,struggle_label,_academic_observed,_latent_p
0,309,1,188,1,0,1,24,0,0,82,0,80,100,0,0,0,0,0.011624930480200501
1,137,0,17,1,0,2,0,2,0,30,10,46,81,0,10,0,1,0.9065076432915227
0,0,0,48,1,0,0,8,0,0,35,0,80,100,0,0,0,0,0.5554472305732111
0,181,1,65,0,0,2,26,5,1,46,0,80,100,0,0,0,0,0.10200517210655613
1,105,0,0,0,0,0,0,0,0,31,7,45,82,0,0,0,1,0.0747267660683713
1,44,1,0,0,0,1,7,6,0,0,0,80,108,4,2,1,1,0.16130867097829937
0,193,0,39,1,0,2,18,0,1,69,8,61,98,0,3,0,1,0.01639481225584567
1,58,1,4,1,0,0,0,0,0,30,6,80,100,6,2,0,1,0.3216239621239341
0,557,1,208,1,1,1,19,0,1,90,0,80,100,0,0,0,0,0.01276136205316445
0,105,0,27,0,0,1,0,1,0,27,0,88,121,0,1,0,1,0.0012394464114279663
1,50,0,73,0,0,0,6,1,0,14,5,80,95,0,0,1,1,0.7948894061517495
0,23,0,0,1,0,0,0,0,0,50,0,80,100,0,0,0,0,0.06526646120811154
0,0,0,66,1,0,1,17,0,0,64,0,80,100,0,0,0,0,0.026899512541106556
1,0,1,10,0,1,1,20,0,0,22,2,80,109,0,2,0,1,0.02408908203566467
1,379,0,117,1,0,0,24,2,1,70,1,87,114,0,0,0,1,0.003132983698562037
1,37,0,0,1,0,0,0,0,0,47,3,86,105,0,0,0,1,0.10756048030983466
0,96,0,56,0,0,0,12,2,0,27,0,80,100,0,0,0,0,0.5921868618469933
1,198,0,25,1,0,0,16,1,0,38,4,79,120,0,0,0,1,0.025291015162359085
0,321,0,0,0,0,0,0,0,0,79,1,48,88,0,2,1,1,0.27961407677943617
0,192,1,147,1,0,2,38,0,1,97,4,62,90,0,3,0,1,0.00952937547453328
1,0,0,36,1,1,2,0,0,0,57,0,80,100,0,0,0,0,0.016733133737601755
1,0,0,45,0,0,0,10,0,1,30,8,80,92,0,3,1,1,0.7113016395554487
0,196,0,0,1,1,1,7,1,0,34,10,94,109,0,2,0,1,0.01628917158426537
0,177,0,119,0,0,0,28,0,0,48,4,80,63,23,2,1,1,0.9659010361141848
1,83,0,0,0,1,1,0,0,0,25,7,50,84,12,15,1,1,0.6951605111320555
0,259,0,0,1,0,0,15,3,0,27,0,69,104,0,2,0,1,0.00970114280151845
0,44,1,143,1,0,0,27,1,0,68,1,80,109,1,1,0,1,0.0028010872087117842
0,152,0,0,1,0,1,18,6,1,36,3,61,91,2,1,0,1,0.08845103837901595
1,99,0,12,0,0,1,14,4,0,8,2,30,67,0,3,1,1,0.9979872952981171
1,250,0,143,1,1,0,24,2,0,55,0,58,86,1,1,0,1,0.028076033490105755
1,82,0,0,0,1,1,1,4,0,0,2,45,80,0,5,1,1,0.956740545265983
1,92,0,11,1,0,0,23,3,1,46,0,80,100,0,0,1,0,0.4445613579681732
1,212,1,31,1,0,0,19,5,1,48,5,37,89,22,3,1,1,0.7336390317665193
0,316,0,49,1,0,1,0,0,0,70,2,83,112,8,3,0,1,0.006518179104340388
1,151,1,142,0,0,3,22,1,0,52,0,80,100,0,0,0,0,0.11353362697569316
1,214,1,107,0,0,1,20,5,0,36,5,55,93,9,6,1,1,0.36889393801333076
0,318,0,6,1,1,3,31,0,0,62,0,80,100,0,0,0,0,0.02128810781782923
1,20,0,0,0,0,0,0,0,0,5,2,85,115,1,7,0,1,0.008957316263668113
1,149,1,67,1,0,1,9,2,1,49,1,80,61,0,1,1,1,0.6847243521015048
1,38,0,93,0,0,3,24,0,0,55,2,80,110,6,0,0,1,0.0011640101467302875
0,291,0,52,1,1,0,24,0,1,70,2,83,102,1,5,0,1,0.006977366339961003
1,33,0,0,0,0,0,0,0,0,6,0,80,100,0,0,0,0,0.4176799120507228
1,159,0,144,1,0,2,29,1,1,90,6,53,85,5,2,0,1,0.15237371664915073
1,89,0,282,0,0,0,0,0,0,44,1,46,76,0,0,1,1,0.9126035763027655
0,184,0,50,0,0,2,17,5,0,21,0,80,100,0,0,1,0,0.4570660702189554
0,82,0,20,0,0,0,21,0,0,17,3,62,106,0,3,0,1,0.14918020145656807
0,194,0,166,0,1,3,22,0,0,51,0,77,115,0,1,0,1,0.0024973856505233765
1,125,0,0,0,0,3,13,0,0,25,0,80,100,0,0,0,0,0.08323219906177819
0,86,0,28,0,0,0,0,3,0,18,6,48,91,12,4,0,1,0.591738539355683
1,0,0,0,0,1,2,0,0,0,22,4,56,93,11,2,0,1,0.40812113852524173
0,337,0,27,0,1,1,25,1,0,32,3,36,75,0,4,1,1,0.8309361937123728
0,58,1,0,1,0,0,38,3,0,30,2,70,103,0,6,0,1,0.0794546471085431
0,70,0,78,1,1,0,0,0,0,81,1,88,128,2,0,0,1,0.00015534166401680164
1,180,0,127,0,0,2,20,0,1,67,5,43,81,16,6,1,1,0.288980085395194
1,174,0,41,0,1,1,11,2,1,35,4,80,113,0,0,0,1,0.008483956127768104
0,93,0,43,0,0,0,16,2,0,24,2,61,99,0,3,0,1,0.2231155368203084
1,116,1,12,0,0,0,0,0,0,8,0,80,100,0,0,0,0,0.27637390473621404
1,3,1,78,0,0,3,4,2,1,29,0,80,100,0,0,0,0,0.41685380655256926
1,0,0,0,0,0,0,0,0,0,0,0,80,100,0,0,0,0,0.3173010353989748
1,32,0,32,0,0,1,17,6,1,38,2,70,98,0,0,1,1,0.3523021075899739
1,0,0,78,0,0,0,18,4,0,21,0,48,84,9,1,1,1,0.2336804154015119
1,198,0,89,0,0,1,2,0,0,27,2,58,92,0,2,0,1,0.42315434380074385
0,353,0,66,0,0,2,34,0,0,58,0,49,91,11,5,0,1,0.11299528272146926
1,203,0,55,1,0,0,21,0,0,66,0,64,84,18,0,1,1,0.07833792383399264
0,81,0,52,1,0,0,0,0,0,42,10,78,107,10,4,0,1,0.02796646902041469
1,0,0,244,1,0,0,37,2,0,59,0,80,100,0,0,1,0,0.6294273277937559
1,68,1,21,0,0,0,0,4,0,0,5,54,92,0,5,1,1,0.9755406591625992
0,72,0,70,1,1,1,16,1,0,42,0,80,100,0,0,0,0,0.05025591262068189
0,117,0,280,0,0,1,36,3,1,56,0,80,100,0,0,0,0,0.23249719930417095
1,79,0,183,1,0,1,23,3,1,74,1,67,96,0,0,0,1,0.02065920768874534
1,161,0,92,1,1,0,22,0,0,65,0,90,120,0,0,0,1,0.0008614058412126262
1,130,0,73,1,0,1,0,0,0,59,3,71,103,0,8,0,1,0.23858380116836686
0,522,0,48,0,0,0,0,0,0,28,0,80,100,0,0,0,0,0.0172349363625577
1,402,0,0,0,0,0,0,0,0,96,0,80,100,0,0,0,0,0.01953326283178639
0,376,0,42,0,0,1,0,0,0,34,0,80,100,0,0,0,0,0.05134965672242875
0,143,1,0,0,1,0,20,3,0,16,0,80,87,0,2,1,1,0.7600341591463059
1,134,0,0,0,0,0,0,0,0,100,3,58,92,5,2,1,1,0.7101196376476397
1,0,1,52,0,1,0,52,3,1,34,2,49,86,2,2,1,1,0.930094326000345
0,288,1,253,1,1,0,24,2,0,64,3,61,92,0,0,0,1,0.17374684364446935
0,156,0,0,1,0,1,24,6,0,27,1,80,93,0,6,0,1,0.06804580994398543
1,0,0,0,0,0,0,0,0,0,0,5,80,86,0,1,1,1,0.9334116034651538
1,255,0,0,0,0,2,28,0,0,39,0,72,106,0,1,0,1,0.003482905612797172
1,0,0,0,0,0,0,0,0,0,0,5,80,98,0,3,1,1,0.4568629366854451
0,0,0,114,0,1,4,33,1,1,62,0,84,124,4,0,0,1,0.0003204892481930352
1,67,1,89,0,0,5,23,0,0,51,3,60,94,0,3,0,1,0.10532192993934837
1,84,1,244,0,0,1,38,0,1,62,3,83,106,9,5,0,1,0.0014662291002319585
0,160,0,42,1,0,2,15,6,0,46,5,57,90,8,3,1,1,0.3575900732817677
1,31,0,71,1,0,0,17,2,0,38,3,51,91,0,2,1,1,0.9476985941254236
1,93,0,43,0,1,0,0,0,0,39,2,61,99,0,3,0,1,0.26253294053289994
1,99,0,0,1,0,1,0,0,0,63,1,47,86,5,0,0,1,0.509585495795355
1,139,0,101,0,0,0,21,1,0,37,1,55,91,2,2,0,1,0.7206497283627499
0,39,1,16,1,0,0,6,4,0,17,1,82,110,0,0,1,1,0.1208771770192434
1,26,0,36,0,1,2,6,0,0,29,0,73,100,4,0,0,1,0.00865076564168069
0,35,0,9,0,0,1,12,2,0,8,0,80,100,0,0,0,0,0.3134448884709031
0,156,1,37,1,0,0,9,1,1,45,2,80,93,0,0,1,1,0.5267494968270682
0,0,0,131,1,0,0,25,3,0,52,0,80,100,0,0,0,0,0.4298972388983212
0,263,0,122,0,0,6,63,0,0,70,5,44,77,13,4,1,1,0.6102438266424062
0,27,1,5,0,0,0,28,0,0,18,5,66,99,0,3,0,1,0.08679552174884247
0,574,0,290,1,0,1,0,0,0,93,1,80,70,10,9,0,1,0.7350304509182202
1,213,0,221,0,0,0,36,5,0,37,1,31,71,0,1,1,1,0.9654726554125908
1,169,1,41,0,0,3,24,0,1,43,0,80,84,9,2,0,1,0.14039780002249824
1,45,1,52,0,0,4,8,4,0,27,0,80,100,0,0,0,0,0.45705251675767805
1,172,0,211,1,0,0,52,4,0,60,0,80,100,0,0,0,0,0.4594601443917116
0,239,0,27,1,0,1,31,0,0,61,0,80,100,0,0,0,0,0.0030858994449828713
1,93,0,284,0,0,2,32,1,0,55,0,80,100,0,0,1,0,0.31171422328897275
1,105,0,98,0,0,0,29,0,1,61,0,80,100,0,0,1,0,0.43596364314306957
0,96,0,0,0,0,0,0,0,0,75,6,53,89,6,4,1,1,0.7800513770593133
1,3,0,32,0,0,1,0,0,0,19,5,40,80,13,0,1,1,0.8670128260665467
1,0,1,68,0,0,0,10,0,0,21,3,89,123,0,0,0,1,0.0035687496196788932
0,74,0,0,1,0,0,0,0,0,60,0,56,92,0,1,1,1,0.4099793875065291
0,97,0,82,1,0,0,0,0,0,78,3,54,85,5,4,1,1,0.8080317678229353
0,29,0,39,0,0,2,17,4,1,43,6,87,111,9,4,0,1,0.025110006267812946
0,9,0,0,1,0,2,0,0,0,41,2,84,115,0,1,0,1,0.04304985055273986
1,10,0,39,1,1,1,0,0,0,45,3,49,84,12,3,0,1,0.36664190024393684
1,112,0,29,0,0,0,3,3,0,9,6,80,110,0,0,0,1,0.06881590476597577
0,419,0,339,1,0,1,34,2,0,79,0,30,66,0,1,1,1,0.8616857680297818
0,138,0,52,1,1,1,32,3,1,85,0,80,100,0,0,0,0,0.09500408704406281
1,0,0,30,1,0,0,0,5,0,22,0,80,100,0,0,1,0,0.44320244852057356
1,57,0,0,1,0,0,0,0,0,48,0,80,100,0,0,1,0,0.3999574131793527
1,0,0,2,0,0,0,5,0,0,3,2,67,99,0,0,1,1,0.44901507793070883
0,150,0,248,0,0,3,17,3,0,44,0,98,120,0,1,0,1,0.0003169237022697207
0,227,0,0,0,0,0,0,0,0,20,0,40,73,0,0,0,1,0.6521555159646376
1,177,0,0,0,0,2,0,0,0,36,1,85,114,0,1,0,1,0.0017128626474553657
1,59,0,0,0,0,0,21,1,0,11,0,80,100,0,0,0,0,0.23737071725637246
0,354,0,0,0,1,1,0,0,0,44,2,37,71,12,6,0,1,0.20095469379717465
1,154,0,21,1,0,1,11,0,0,39,2,78,108,0,1,0,1,0.014685030234075382
1,0,0,0,1,0,0,0,0,0,44,1,80,121,5,1,0,1,0.01371842422455784
0,224,0,128,1,0,2,37,0,0,90,0,80,100,0,0,0,0,0.0078476479007019
1,148,0,0,0,0,0,0,0,0,74,0,80,100,0,0,0,0,0.21682325759845325
1,0,1,36,0,0,1,16,1,0,33,1,48,82,7,1,1,1,0.9765767954461494
1,106,0,24,0,0,0,8,1,1,18,3,55,85,4,6,1,1,0.5643153315251448
0,171,1,191,0,0,1,26,0,1,64,3,45,85,0,4,0,1,0.46226290723809343
1,393,1,189,1,1,1,17,0,0,76,4,71,99,6,3,0,1,0.014787528838010142
0,54,1,6,1,1,2,41,0,1,59,3,42,75,0,0,0,1,0.08940674073853411
0,0,1,51,1,1,0,31,1,0,59,1,93,124,0,3,0,1,0.00015774465253088168
1,185,0,44,1,0,2,5,2,1,53,0,86,115,0,1,0,1,0.0026058046774354994
1,0,0,55,1,0,0,28,3,0,39,0,78,111,3,2,0,1,0.007806155694394568
1,109,0,0,0,0,1,16,5,1,23,0,80,100,0,0,0,0,0.45876671227363863
1,142,0,0,1,0,0,0,0,0,56,0,80,100,0,0,1,0,0.9715606132302437
0,21,0,0,0,0,0,0,0,0,2,2,80,118,3,2,0,1,0.027643126698907405
0,84,0,63,1,0,2,37,2,1,92,3,80,90,0,3,1,1,0.706498638792748
0,303,0,0,0,0,1,0,0,0,37,4,80,89,4,1,0,1,0.1688003992576075
1,0,0,271,0,0,1,29,1,0,47,1,41,81,0,11,1,1,0.9814591913081991
1,84,0,51,1,0,4,30,1,0,61,2,75,108,5,6,0,1,0.02927546651954766
0,111,1,33,1,1,1,0,0,0,76,1,48,82,3,1,0,1,0.07021961986851086
0,162,1,141,1,0,0,25,0,0,63,4,53,88,0,3,0,1,0.17495074348585832
0,97,0,110,0,0,2,38,4,1,51,2,38,65,0,3,1,1,0.990963663090392
0,198,0,0,0,1,7,0,0,0,44,4,90,116,0,0,0,1,0.00018779280847007314
0,34,0,0,1,1,1,0,0,0,60,0,79,112,8,0,0,1,0.007951932578854093
1,175,0,0,1,0,1,0,0,0,41,7,74,108,0,0,1,1,0.2356714146209849
0,295,0,0,0,0,0,43,1,0,21,0,73,111,6,1,0,1,0.0006055346094462903
0,123,0,58,1,0,1,12,1,0,55,4,80,89,10,0,0,1,0.5651667703530384
1,279,0,180,1,1,1,25,1,0,71,1,75,102,6,0,0,1,0.020686780994592067
0,154,0,16,1,0,0,21,0,1,66,3,93,111,0,2,0,1,0.004153676394070372
0,60,0,0,0,0,1,0,0,0,26,0,80,100,0,0,1,0,0.4047941700161801
1,44,0,108,1,1,1,18,0,1,81,6,68,99,4,4,0,1,0.06851670701520729
0,81,0,37,1,0,1,0,0,0,53,2,77,106,0,1,0,1,0.044526838532601636
0,495,1,91,1,0,2,14,2,0,59,3,80,89,15,5,0,1,0.2040658220475667
1,0,0,56,0,1,0,10,1,0,32,4,73,103,5,2,0,1,0.08628569654205849
1,108,0,0,0,0,0,30,2,0,15,5,80,100,0,0,0,1,0.010443239503096838
0,142,0,0,0,0,1,0,0,0,25,1,68,88,10,4,0,1,0.26318231148052534
0,0,0,0,0,0,0,0,0,0,0,2,65,85,4,1,0,1,0.10710074619930515
1,80,0,0,0,0,3,0,0,0,46,7,53,93,0,0,1,1,0.691868922126728
0,481,0,60,1,0,2,0,0,0,77,11,56,86,0,0,1,1,0.26654808251662704
1,54,0,41,0,0,1,0,0,0,32,0,80,100,0,0,1,0,0.40298875815118906
1,0,0,53,0,0,0,52,3,0,29,1,52,83,10,2,1,1,0.9794643858109852
1,65,0,101,1,0,1,0,0,0,56,0,80,100,0,0,1,0,0.8455269577503945
0,0,0,15,1,0,1,0,0,0,39,0,80,100,0,0,0,0,0.4482340523854264
0,179,0,26,1,1,1,29,2,1,58,3,85,117,0,4,0,1,0.005678809747766126
0,32,0,51,0,0,1,0,0,0,21,1,89,122,9,4,0,1,0.014645014367608601
0,257,0,33,1,1,1,27,0,0,52,0,80,100,0,0,0,0,0.013381227330937395
0,486,0,380,0,0,1,70,3,0,56,6,36,75,2,3,0,1,0.6487649615453466
1,51,0,0,0,0,0,0,0,0,16,5,80,83,0,0,0,1,0.15639572798678325
0,93,0,0,1,0,0,4,2,1,31,0,80,100,0,0,1,0,0.6276462792752334
1,0,0,0,0,0,0,12,2,0,0,3,53,95,0,1,1,1,0.5529562746779209
1,85,0,6,0,1,0,53,2,0,13,3,34,71,4,2,1,1,0.8527528688382232
0,41,1,2,1,1,2,25,2,0,40,0,80,94,13,1,0,1,0.04576468151068929
1,276,0,149,1,0,1,29,1,1,88,0,80,103,6,1,0,1,0.04021345167122509
0,180,0,57,0,0,1,25,1,0,60,3,76,107,5,0,0,1,0.04858242155871673
1,295,0,335,0,0,4,44,1,0,62,0,80,100,0,0,0,0,0.025272779992434317
0,82,0,131,1,1,0,0,0,0,75,1,80,110,12,1,0,1,0.06103684677097265
1,0,0,18,1,0,0,11,1,0,27,0,80,100,0,0,0,0,0.4591638134472399
0,76,0,38,0,0,0,14,10,1,13,0,80,100,0,0,0,0,0.7256380588766532
1,219,0,51,0,0,2,7,4,0,33,0,80,100,0,0,0,0,0.21419713552458194
0,125,0,189,1,1,0,0,0,0,73,6,73,100,0,4,0,1,0.03289695381373029
1,0,0,0,0,0,0,0,0,0,0,4,56,89,0,3,0,1,0.6242729153671619
1,85,0,0,0,0,2,0,0,0,38,2,80,95,0,0,0,1,0.09981116623447475
1,99,0,0,1,0,0,0,0,0,61,0,80,100,0,0,1,0,0.6227075652803079
0,0,0,26,1,1,3,20,1,0,52,4,79,112,0,0,0,1,0.0024693168155217778
0,158,0,247,1,0,3,62,0,0,83,3,35,73,0,1,0,1,0.9011589062472866
1,154,0,9,1,1,1,5,2,0,33,0,68,101,0,0,0,1,0.2306953827068785
1,78,0,0,1,0,0,0,0,0,60,1,80,106,18,1,0,1,0.1960901364531212
0,0,0,0,0,0,0,0,0,0,0,0,80,100,0,0,1,0,0.6098233582802005
0,130,0,65,1,1,0,0,0,0,53,0,80,100,0,0,0,0,0.014721599912673473
1,99,0,0,0,1,0,0,0,0,7,3,68,106,0,1,0,1,0.06405144782418315
0,107,0,254,1,0,0,54,2,0,62,4,80,78,0,1,1,1,0.8126032950219851
0,273,0,0,0,0,0,0,0,0,74,0,80,100,0,0,0,0,0.5837654469996442
0,98,0,0,1,0,0,13,0,1,42,4,57,81,11,1,0,1,0.37966503809211555
1,46,0,131,0,1,2,17,4,0,37,5,56,87,7,0,1,1,0.7195540268090658
0,118,1,13,1,1,0,0,0,0,50,3,50,86,8,1,1,1,0.642131689586574
1,201,1,109,0,0,0,34,3,0,43,4,57,80,10,1,1,1,0.8757115209871783
1,77,1,11,0,0,2,0,0,0,21,3,68,105,4,2,0,1,0.07786246204385239
1,0,0,127,0,0,0,33,0,1,55,1,43,65,0,1,0,1,0.7715522739240369
1,118,0,43,0,1,1,0,0,0,54,0,80,100,0,0,0,0,0.4838791025042918
1,43,0,57,0,1,1,12,0,0,21,0,48,91,12,2,0,1,0.48267107181857494
1,19,0,0,0,0,0,0,0,0,3,0,80,100,0,0,0,0,0.8560218067120375
1,10,0,0,1,0,0,4,1,0,19,4,59,92,3,0,0,1,0.600287788885631
1,0,0,89,0,0,0,0,0,0,25,0,80,100,0,0,1,0,0.9074989644347806
0,236,0,0,0,0,0,0,0,0,47,0,80,100,0,0,1,0,0.15974065856930506
0,60,1,20,0,1,3,36,0,1,41,0,80,100,0,0,0,0,0.020570005729761597
1,0,0,40,0,0,0,0,0,0,32,2,80,70,9,3,1,1,0.9486556376086894
1,13,0,0,0,0,0,0,0,0,7,0,84,115,0,0,0,1,0.00013459436540909492
1,126,1,20,0,1,0,6,0,0,17,8,50,91,0,9,1,1,0.8218605206161868
1,170,0,0,0,0,0,0,0,0,25,0,80,100,0,0,0,0,0.04905686364030721
0,385,0,226,0,0,0,29,3,1,59,0,80,100,0,0,0,0,0.03416801915394876
1,0,0,0,1,0,0,0,0,0,27,3,76,103,3,0,0,1,0.11202466118512937
1,101,0,108,1,0,1,10,1,1,71,0,80,100,0,0,0,0,0.1642296289478219
1,249,0,289,0,0,0,0,0,0,50,0,31,75,4,5,1,1,0.9757078937191165
1,41,0,74,1,0,1,23,0,0,50,5,57,84,6,2,0,1,0.04198617669884246
1,82,0,0,1,0,1,0,0,0,63,0,80,100,0,0,1,0,0.8283990130795281
0,105,0,0,0,0,0,0,0,0,34,1,82,110,0,0,0,1,0.002328649958499482
0,77,1,152,1,1,4,31,0,0,79,0,42,78,0,5,1,1,0.3788705400158644
1,347,0,80,1,0,3,24,4,1,69,0,80,100,0,0,0,0,0.15205205740716946
0,148,0,6,0,0,0,33,6,0,7,2,74,101,19,3,0,1,0.023324173520938647
0,442,0,0,1,1,1,0,0,0,83,0,80,100,0,0,0,0,0.005913303635311082
0,99,0,70,0,1,4,14,2,0,52,0,80,99,7,2,0,1,0.09105608112385828
0,577,0,0,0,0,2,0,0,0,33,0,80,100,0,0,0,0,0.0265163422023294
1,4,0,0,0,0,0,0,0,0,1,2,57,80,0,4,1,1,0.8631354521225019
0,51,0,7,0,1,2,19,4,0,11,0,80,100,0,0,1,0,0.36939643933906
0,108,0,0,1,1,2,0,0,0,82,2,45,89,2,1,1,1,0.7608248755164813
0,0,0,20,0,0,0,0,0,0,4,4,64,98,0,2,0,1,0.05957992400435574
0,10,0,90,1,0,1,35,2,0,65,4,45,81,15,3,1,1,0.9234225324407821
1,124,0,42,0,1,2,0,2,0,21,1,50,88,3,4,0,1,0.6680938409937479
1,0,0,44,0,0,0,24,2,0,20,2,80,110,0,0,0,1,0.014685323238477672
0,75,0,0,0,0,0,0,0,0,20,3,69,99,4,2,0,1,0.016462839135469847
1,0,0,0,0,1,0,24,2,0,6,0,80,100,0,0,1,0,0.5519512786914794
1,204,0,0,0,0,0,0,0,0,43,2,81,121,2,1,0,1,0.0048261734334591804
1,0,0,12,0,0,0,10,4,0,0,0,80,100,0,0,1,0,0.9572120155503048
0,13,0,83,1,0,0,15,0,1,62,3,62,103,7,2,1,1,0.06792442620677719
0,165,0,77,0,1,2,7,3,0,21,0,80,100,0,0,0,0,0.28966104411054844
1,0,0,15,0,1,2,0,0,0,18,0,80,100,0,0,0,0,0.15280019226136096
0,305,0,73,1,1,1,0,0,0,70,2,84,124,11,3,0,1,0.0005589616349023542
0,380,1,156,1,0,4,21,0,1,90,0,80,100,0,0,0,0,0.0561447151596554
0,80,0,0,0,0,0,0,0,0,44,2,73,119,0,1,0,1,0.06570099720839623
1,59,0,66,0,0,0,0,0,0,24,0,64,104,2,2,0,1,0.0301088805986929
0,242,0,0,0,0,2,0,0,0,45,2,64,100,1,1,0,1,0.044830259542509916
1,265,1,115,0,0,2,25,2,1,52,4,67,102,0,0,0,1,0.12997831233845547
1,55,0,72,0,1,4,10,0,0,27,8,75,96,0,3,0,1,0.08838360403109694
0,60,0,50,1,1,1,23,2,0,53,3,68,106,6,0,0,1,0.025242161526040034
0,46,0,0,0,0,0,13,1,0,9,4,77,96,6,2,0,1,0.06614774237468383
1,87,0,12,0,0,1,11,0,0,15,1,65,99,8,2,0,1,0.2514640503071261
0,316,0,177,0,0,1,18,7,0,36,5,44,81,3,0,0,1,0.7566583002468518
0,0,0,37,1,0,0,47,2,1,63,0,80,100,0,0,0,0,0.042151868282525776
0,128,0,8,1,0,1,0,0,0,43,2,71,112,0,6,0,1,0.002429345803361519
1,107,0,77,0,0,0,8,0,0,18,0,80,100,0,0,1,0,0.6968790485079848
0,402,0,0,1,0,0,37,0,0,47,0,80,100,0,0,0,0,0.004115926982242064
1,104,0,252,0,0,2,52,1,0,55,1,52,84,20,3,1,1,0.9095973451877256
1,19,0,0,0,0,2,0,0,0,25,11,80,72,0,0,1,1,0.9544385194489429
0,263,1,82,1,0,2,20,3,1,69,3,44,81,3,2,1,1,0.784264192284736
0,0,1,67,1,0,2,65,1,0,59,5,58,84,5,5,1,1,0.3058817667172961
0,170,0,114,1,0,0,42,0,1,70,1,61,91,2,1,0,1,0.048281901535944693
1,0,0,7,1,0,1,0,0,0,35,0,59,87,0,6,0,1,0.6828375872101162
1,51,0,0,1,0,1,0,0,0,67,6,68,97,6,9,0,1,0.05096904814310391
1,14,0,0,1,0,0,0,0,0,46,0,80,100,0,0,1,0,0.7947255206732475
1,129,0,54,0,0,0,10,1,0,25,0,77,112,0,2,0,1,0.06192360020803862
1,23,0,29,0,0,2,19,2,0,22,4,64,99,0,2,0,1,0.11543283881600071
1,0,0,117,0,0,0,25,4,1,39,0,50,85,0,4,1,1,0.9568221194963398
1,0,0,39,0,0,0,0,7,0,0,0,80,100,0,0,1,0,0.9351455496917906
1,136,0,0,1,0,3,0,0,0,51,1,63,92,0,1,0,1,0.033925079846228
1,254,0,0,0,0,2,0,0,0,45,1,80,90,11,1,0,1,0.20391618410216306
0,309,0,15,0,1,2,0,0,0,40,4,51,84,0,0,1,1,0.23535657544776153
0,159,0,121,1,0,2,0,0,0,85,3,53,87,4,1,1,1,0.042443770049134216
0,261,0,81,0,0,2,25,1,0,61,0,80,100,0,0,0,0,0.34892617955759103
1,0,0,0,0,0,0,0,0,0,0,0,80,100,0,0,1,0,0.9283592493709628
0,75,0,37,1,0,0,3,2,0,36,0,80,100,0,0,1,0,0.402573067475533
1,0,0,93,0,0,2,0,0,0,32,3,80,70,0,2,1,1,0.8976781714407219
0,177,1,97,1,0,0,0,0,0,62,2,49,96,2,1,0,1,0.18888167518017346
1,35,0,161,0,0,5,50,1,0,49,0,40,83,0,4,1,1,0.8829477449052135
1,49,0,0,1,0,0,0,0,0,48,0,80,100,0,0,0,0,0.5335623979170198
1,250,0,0,1,0,0,0,0,0,66,0,80,100,0,0,0,0,0.45529561235633687
1,144,0,0,0,0,0,12,5,0,0,1,80,98,3,0,0,1,0.025270316358289604
0,96,0,61,0,0,1,37,0,0,48,2,80,118,0,1,0,1,0.00048597548048080524
0,160,0,84,0,0,0,43,0,1,52,0,73,110,1,3,0,1,0.0027290562325443094
1,38,0,0,1,0,0,0,0,0,47,4,69,102,5,0,1,1,0.12648244970816216
0,88,0,95,0,0,1,49,1,0,57,2,45,78,0,1,0,1,0.7740237924778157
1,217,0,38,0,0,0,0,0,0,16,0,80,100,0,0,1,0,0.4248167316378074
1,47,0,17,0,0,3,12,4,0,25,0,80,117,0,2,0,1,0.022707582160037768
0,85,0,159,1,0,0,37,1,0,70,0,80,100,0,0,0,0,0.018794355416411865
0,38,0,154,1,0,0,24,2,0,58,4,86,106,5,0,0,1,0.01841935415588716
1,120,0,0,0,0,0,0,0,0,8,0,80,100,0,0,1,0,0.9191660468374715
1,152,0,17,0,1,0,21,3,1,33,4,75,101,0,0,0,1,0.0779798381957412
1,0,0,216,0,0,0,22,2,0,35,7,80,82,2,5,1,1,0.9879786422610931
1,170,0,158,1,0,1,56,2,0,75,2,55,91,8,2,1,1,0.562659719786822
1,250,1,108,0,0,2,29,6,1,52,2,89,115,7,1,0,1,9.095500995011956e-05
1,83,0,89,0,0,3,16,0,0,35,5,64,96,4,2,0,1,0.047352962872864245
0,0,1,22,0,0,0,16,0,0,24,1,57,94,0,0,0,1,0.17352072017391212
0,465,0,0,1,0,1,0,0,0,86,3,77,113,2,1,0,1,0.0015876037599392688
0,99,0,0,0,0,2,0,0,0,17,4,89,113,0,2,0,1,0.0017127136716348081
1,0,0,0,1,0,2,7,1,0,31,12,77,109,1,0,0,1,0.0678771801717941
1,55,0,13,0,1,1,3,2,0,11,2,71,109,6,0,0,1,0.22328317944169931
0,135,1,0,1,0,1,10,0,0,45,2,90,114,5,0,0,1,0.03441131712690364
1,0,0,0,1,0,0,0,0,0,27,14,60,90,3,0,1,1,0.794394163331719
0,347,1,122,1,0,2,29,0,0,83,0,80,100,0,0,0,0,0.006859410793902832
1,134,0,13,0,0,0,2,1,0,16,4,29,65,0,2,1,1,0.9915389503556655
0,230,0,12,1,0,3,17,1,0,48,2,44,86,0,2,0,1,0.6862971150877866
0,47,0,0,0,0,1,13,2,1,20,0,80,100,0,0,0,0,0.13790152241163908
1,149,0,147,0,1,2,14,0,0,54,0,82,104,0,0,0,1,0.007051332322362255
1,10,0,40,0,0,0,18,4,0,7,0,80,100,0,0,0,0,0.2393449977137033
