is_muted,time_unmuted,is_speaking,speaking_duration,camera_on,hand_raised,hand_raise_count,message_length,hesitation_count,has_question,confidence_level,missing_assignments,grade_trend,struggle_label
1,0,0,0,0,0,0,0,2,0,22,2,81,1
0,0,0,16,0,0,1,0,5,0,16,4,78,1
0,239,1,141,1,0,2,13,0,0,74,2,70,1
1,799,1,143,0,0,1,21,1,0,64,1,89,0
0,1253,0,196,1,0,3,6,2,0,81,0,112,0
0,492,0,107,0,1,1,15,3,1,31,2,104,0
1,101,0,197,1,0,2,17,2,1,46,4,73,1
1,417,0,3,1,0,1,0,0,0,29,4,82,1
1,0,0,7,0,0,1,4,5,1,23,2,85,0
1,887,0,207,1,0,1,40,1,1,48,3,71,1
0,513,0,34,0,0,1,18,4,1,60,4,101,0
0,727,0,0,1,0,1,0,3,1,62,1,109,0
1,1014,0,187,1,0,1,8,2,0,79,2,102,0
1,0,0,245,0,1,1,32,1,0,18,4,86,0
1,1013,1,102,0,0,2,37,2,0,54,4,87,1
1,1073,1,213,1,0,2,47,2,0,81,4,84,1
1,0,0,168,1,0,0,35,5,0,18,4,74,1
0,1150,0,356,0,0,4,42,2,0,92,3,72,1
1,101,0,75,1,0,1,23,2,1,30,2,111,0
1,101,0,141,0,0,3,0,3,0,45,0,96,0
1,305,0,85,0,0,2,26,3,0,47,3,73,1
1,177,1,227,1,0,2,23,1,0,72,3,82,0
1,646,1,211,1,1,3,41,0,1,72,4,94,0
1,1227,0,222,1,0,3,19,0,1,83,4,81,0
0,261,1,123,1,1,3,0,1,0,55,3,90,0
1,655,0,301,1,1,1,19,1,1,63,4,88,0
1,14,0,0,0,0,0,0,2,0,12,1,86,1
0,760,0,206,1,0,0,24,0,0,63,3,76,0
1,0,0,78,0,0,4,25,3,0,32,3,89,1
0,1357,1,174,1,1,4,69,0,1,88,1,117,0
0,892,0,128,1,0,4,14,0,0,68,4,78,1
0,1103,1,134,1,0,2,19,0,0,53,2,89,0
0,1312,0,131,1,0,1,38,0,0,71,1,111,0
1,0,0,0,0,1,0,16,3,0,9,1,106,0
1,726,1,267,1,0,3,26,0,0,79,2,95,0
1,710,0,79,0,0,0,7,4,0,0,1,111,0
1,388,0,73,0,0,0,0,5,0,0,1,95,0
1,0,0,115,0,0,2,27,4,0,21,1,100,0
1,144,0,65,0,0,1,14,0,0,45,3,88,0
0,905,0,169,1,0,2,61,1,0,54,3,82,0
0,401,0,333,1,1,4,24,1,0,78,1,122,0
0,1180,0,240,1,0,2,47,0,1,85,3,82,0
0,716,0,53,1,0,2,23,3,1,67,1,113,0
1,58,0,0,0,0,2,38,4,1,35,1,106,0
1,1025,0,192,1,0,3,9,0,1,64,4,87,0
0,334,0,305,1,0,4,33,1,1,74,4,70,1
1,1308,1,28,0,0,0,16,3,0,22,3,88,0
1,536,0,159,0,1,1,46,4,0,29,4,75,1
0,1442,0,255,0,1,3,26,3,0,61,1,130,0
0,1003,1,137,1,0,0,22,1,1,70,4,90,0
1,551,1,221,1,0,0,24,4,0,79,0,113,0
1,0,1,317,0,1,2,16,1,1,53,3,76,1
0,575,0,312,1,0,2,3,1,0,61,2,94,0
1,369,0,50,0,1,2,0,2,0,21,4,91,0
1,198,0,107,0,1,1,31,3,0,28,2,89,0
0,252,0,329,0,0,2,10,0,1,59,3,87,0
1,524,0,36,1,0,1,43,1,1,59,2,109,0
1,313,0,265,1,1,1,41,0,0,67,4,86,0
1,859,0,180,1,0,2,39,2,1,32,2,113,0
1,281,0,112,1,0,2,28,3,0,28,4,82,1
0,1545,1,234,1,0,3,31,1,0,86,3,103,0
0,989,0,75,1,0,2,18,5,0,28,2,111,0
1,348,0,63,1,1,1,1,3,0,62,3,104,0
1,890,0,82,0,0,4,34,0,0,58,0,117,0
1,686,0,317,0,0,1,34,4,1,70,4,72,1
1,758,0,92,0,0,1,19,0,0,61,1,116,0
1,341,0,0,0,0,0,14,4,1,15,1,110,0
0,1021,0,57,0,0,2,28,0,0,57,4,70,1
1,930,1,13,0,0,2,22,3,1,47,4,71,1
0,811,1,122,1,0,0,27,1,0,66,4,70,1
1,533,0,60,1,0,2,5,3,0,22,2,88,0
0,696,1,143,0,1,1,37,2,0,56,2,99,0
0,1108,0,236,1,1,4,14,0,0,64,0,130,0
1,978,0,27,0,0,1,0,2,0,37,2,130,0
0,895,0,289,0,0,1,9,0,1,82,3,113,0
1,1379,0,93,1,0,0,28,1,1,57,0,117,0
1,685,0,128,0,0,1,7,4,0,12,4,83,1
1,1079,0,154,1,1,2,7,2,1,67,2,112,0
0,335,0,40,0,0,1,0,3,0,11,2,105,0
1,4,0,0,0,0,0,0,4,0,8,2,77,1
1,264,0,0,0,1,0,25,4,1,14,1,101,0
0,1538,0,119,0,1,2,51,0,0,73,4,75,1
0,603,0,143,0,0,1,15,2,1,31,3,87,0
1,457,0,105,0,0,1,13,3,0,40,1,123,0
1,0,0,16,0,1,1,22,2,0,39,2,87,1
0,782,0,321,0,1,1,17,1,0,73,1,117,0
0,906,1,61,0,0,1,25,4,0,18,2,101,0
1,308,1,205,1,0,0,0,4,0,14,3,74,1
0,1226,0,165,1,0,4,51,1,0,89,4,85,0
0,912,0,218,0,0,0,17,2,0,37,4,77,0
0,1263,1,271,1,0,2,38,0,1,93,3,85,0
1,764,1,213,1,0,1,13,3,1,40,4,71,0
0,826,0,29,1,0,2,65,0,1,54,4,76,1
1,1011,0,319,0,0,3,47,3,0,61,4,80,1
1,295,1,34,0,0,1,35,4,1,51,2,87,0
1,1089,1,174,0,0,3,35,1,0,77,4,90,0
1,525,0,106,0,0,2,18,3,0,30,1,83,0
1,253,1,114,1,0,1,21,5,0,46,3,107,1
1,0,0,226,0,1,2,13,0,0,49,1,89,1
1,0,0,0,0,0,1,4,2,0,22,2,106,0
0,666,0,34,0,1,2,23,3,0,36,3,94,0
0,971,0,175,1,0,3,50,0,0,65,3,100,0
1,0,0,48,0,0,0,13,4,0,19,1,117,0
1,608,0,0,1,0,1,29,3,1,58,3,120,0
0,1362,1,267,1,0,2,18,1,0,69,3,109,0
0,624,0,138,0,0,2,13,4,1,49,4,96,0
0,976,1,181,1,0,1,40,1,1,61,4,70,1
1,651,0,51,0,0,2,44,4,0,51,3,82,0
0,8,1,137,1,0,2,12,1,0,32,2,114,0
1,66,1,39,0,0,1,33,2,0,37,4,80,1
1,533,0,112,1,0,2,1,3,0,36,3,71,1
1,715,0,28,1,0,2,33,2,1,58,3,94,1
0,1472,1,259,1,0,2,12,1,0,80,0,110,0
0,822,0,0,1,1,0,0,2,0,30,0,120,0
1,612,0,97,1,0,2,11,1,0,46,2,125,0
1,1422,1,222,1,0,1,38,2,1,78,4,73,1
0,1176,0,210,1,0,2,28,3,1,76,2,104,1
1,464,0,186,0,1,2,33,0,0,50,2,105,0
1,950,0,8,0,0,2,44,2,0,42,2,88,0
1,269,0,131,0,1,2,13,4,0,15,2,88,0
0,816,0,154,1,1,1,22,1,1,72,0,98,0
0,1550,0,462,1,0,3,20,1,0,83,2,91,0
0,996,0,137,1,0,1,27,3,0,55,1,119,0
0,485,0,244,1,0,4,50,2,0,100,2,115,0
1,239,0,0,0,1,1,7,6,0,25,1,118,0
1,967,1,47,0,0,1,28,0,1,58,1,96,1
0,426,0,20,0,0,0,7,5,1,37,0,103,0
0,894,0,0,1,0,4,26,3,1,78,1,120,0
1,0,0,0,0,0,0,0,0,0,20,3,70,1
1,0,0,332,0,1,2,14,2,1,73,3,98,1
1,493,1,236,1,0,2,4,4,0,45,1,115,0
1,37,0,166,0,0,0,10,4,0,37,4,75,0
1,398,1,89,0,0,0,59,4,1,47,3,79,1
0,807,0,294,1,0,3,52,0,0,54,1,118,0
0,581,0,248,1,1,3,21,0,0,57,0,117,0
0,111,0,65,0,0,2,6,6,1,18,2,93,0
0,835,0,0,1,1,1,30,3,0,62,4,79,1
0,200,0,120,1,0,1,0,3,1,28,3,95,1
1,773,0,49,1,0,2,16,1,0,95,2,122,0
1,859,0,85,1,1,3,10,4,1,56,0,128,0
0,886,1,250,1,0,4,19,3,0,66,2,86,0
0,961,0,94,0,0,2,23,2,0,79,4,88,0
0,1464,0,0,1,0,2,28,0,0,66,2,106,0
1,639,0,54,0,0,2,9,4,0,33,4,80,1
1,0,0,194,0,0,3,33,2,1,45,4,82,1
0,561,0,231,0,0,3,11,1,1,31,1,118,0
0,1082,0,234,1,0,4,50,6,0,44,4,72,1
0,1428,0,250,1,0,5,27,0,1,64,4,97,1
1,0,0,133,0,0,1,84,4,0,51,2,83,0
1,1216,0,0,1,0,2,13,1,0,64,2,108,1
0,767,0,100,1,0,3,21,1,0,58,3,90,0
1,684,0,21,1,0,1,42,2,0,18,4,83,1
1,533,0,81,1,0,1,14,6,0,18,3,99,0
0,958,0,246,0,1,3,29,0,0,79,4,90,0
0,1153,0,319,1,1,1,41,2,0,83,1,110,0
1,187,0,196,0,0,0,5,2,0,39,3,83,0
1,24,0,42,0,0,2,19,4,0,34,3,82,1
1,0,0,0,0,0,0,0,3,0,0,2,71,0
1,106,0,19,0,0,0,12,3,1,23,2,120,0
1,498,0,108,0,0,2,22,2,0,48,0,108,0
1,388,0,65,0,1,0,0,3,0,14,0,99,1
0,240,0,106,0,0,1,25,3,1,24,3,80,1
1,354,0,25,1,0,3,31,0,0,39,0,108,0
1,624,0,157,0,0,1,0,2,0,45,0,114,0
0,1028,0,249,1,1,1,19,2,1,67,2,110,1
1,581,0,161,0,0,2,0,3,0,59,3,98,1
1,0,0,17,0,1,1,0,1,0,7,2,95,0
0,1124,1,203,1,0,2,62,1,1,74,3,86,0
0,918,0,289,0,0,3,38,2,0,72,3,104,1
1,546,1,94,1,0,0,6,3,0,44,1,119,1
1,57,0,161,1,0,2,16,1,0,44,0,130,0
1,0,0,127,0,0,0,24,3,0,39,2,89,1
0,1167,0,97,1,0,3,0,4,0,57,3,98,0
0,821,0,111,1,0,1,43,4,0,65,2,112,0
1,0,0,173,0,0,0,9,2,1,36,3,93,0
1,1015,0,143,1,0,3,34,3,0,67,2,107,0
1,373,0,205,1,1,3,2,2,0,34,3,105,0
1,877,0,8,1,0,1,8,3,1,70,4,73,1
1,137,0,91,0,0,0,27,2,0,18,3,97,0
0,787,0,65,0,0,2,16,5,0,34,2,99,0
1,0,0,0,1,0,0,6,5,1,4,4,83,1
0,1519,0,93,0,0,1,31,0,0,96,1,82,0
0,1086,0,500,1,0,3,32,0,0,98,1,105,0
0,1091,0,0,1,0,3,26,3,0,69,2,105,0
1,2,0,0,0,0,0,0,1,0,16,1,79,1
1,220,1,134,0,0,3,16,2,0,41,2,105,0
0,724,1,256,0,0,3,15,2,1,78,2,101,0
0,721,0,136,0,0,1,1,1,0,28,1,99,1
1,1246,0,0,0,0,2,46,3,0,53,1,106,0
1,1488,0,0,1,0,2,22,2,0,88,2,100,0
1,593,0,129,0,0,1,4,4,0,10,3,89,0
1,98,0,142,1,0,2,15,5,0,25,2,101,0
1,680,0,30,1,0,1,10,7,0,32,3,101,0
0,138,0,75,0,0,1,17,5,0,18,4,72,1
0,952,0,127,0,1,4,35,1,0,63,0,107,0
0,133,1,145,1,0,2,26,0,0,67,3,80,1
0,438,0,223,1,0,0,13,0,0,47,1,102,0
1,739,0,15,1,0,1,11,1,1,61,4,90,0
1,190,0,0,0,0,0,13,3,1,19,3,84,0
0,919,0,321,1,0,2,47,1,0,31,3,72,1
1,722,0,91,1,0,0,32,7,0,47,4,90,0
1,228,0,174,0,1,1,11,0,0,34,3,106,1
0,959,0,194,0,0,3,29,0,0,60,3,80,0
1,808,0,188,0,0,1,0,5,0,52,2,103,0
1,1002,0,48,1,0,1,32,2,1,82,4,78,0
1,674,0,163,1,0,3,31,3,0,53,3,107,0
0,511,0,198,1,0,2,47,2,0,67,3,79,0
1,392,0,101,1,0,2,7,5,0,29,2,114,0
1,644,0,237,0,0,0,33,2,0,58,2,117,1
0,1086,0,0,1,0,1,20,2,0,73,2,109,0
0,1203,1,180,1,1,2,5,0,0,59,1,115,0
1,723,0,0,0,0,2,9,2,0,29,3,93,0
0,0,0,80,1,0,0,0,2,0,30,3,94,0
0,1661,1,248,1,0,4,20,1,0,88,1,107,0
0,1182,1,301,1,1,4,11,0,0,80,2,88,0
0,1349,1,329,1,1,3,26,0,1,81,3,79,0
0,242,0,100,0,0,1,14,3,0,46,4,77,1
0,1337,0,36,0,0,1,43,3,0,43,3,77,1
0,283,1,120,1,0,2,40,0,0,57,3,70,1
1,549,0,399,0,0,4,37,1,0,64,2,106,0
0,360,0,280,1,0,1,41,4,0,28,3,85,0
0,595,0,66,0,0,0,43,2,0,39,3,85,0
0,474,0,191,0,0,0,39,4,0,51,4,70,1
1,416,0,157,1,1,0,13,2,0,28,3,104,0
0,879,0,129,1,0,4,33,1,0,61,3,97,0
1,593,1,21,1,0,3,47,2,1,66,3,78,0
1,621,0,234,0,1,4,26,3,0,58,4,80,1
0,94,0,40,0,0,1,12,3,0,37,2,83,0
1,346,1,0,1,1,0,15,4,0,44,2,82,1
1,1028,1,280,1,0,3,22,1,1,74,2,104,0
1,839,0,329,0,0,5,57,0,1,77,3,82,0
0,819,0,235,0,1,1,10,4,0,71,1,124,0
1,361,0,96,0,0,0,17,5,0,35,0,110,1
1,43,0,114,1,0,1,0,4,0,32,2,97,0
0,656,0,234,1,0,1,19,2,0,68,3,92,0
0,220,1,275,0,1,4,14,0,1,91,2,107,1
0,349,0,135,0,0,0,46,2,0,31,3,70,1
0,47,0,114,0,0,3,22,2,0,57,3,80,0
0,259,0,93,1,0,2,22,3,0,43,4,76,1
1,1064,0,76,1,1,6,1,2,1,79,0,115,1
1,100,1,303,0,0,3,28,1,0,77,3,84,1
1,379,0,256,1,1,2,11,3,0,36,4,88,1
1,468,0,207,1,0,2,32,2,0,32,3,91,0
0,1033,0,199,0,0,2,14,4,1,44,0,113,0
1,21,0,169,0,0,1,14,2,1,38,2,112,0
0,895,0,93,0,1,4,29,3,0,56,4,84,1
0,1097,1,226,1,1,3,29,0,0,69,3,94,0
1,703,0,84,0,0,2,15,2,0,51,1,106,0
0,1155,0,232,1,0,4,22,0,1,87,2,85,0
1,652,0,48,0,1,1,8,2,0,45,2,98,1
0,931,0,247,1,0,1,12,0,0,59,0,114,0
0,1170,1,281,1,0,3,72,1,1,66,3,79,0
1,737,1,237,0,0,3,9,3,0,79,4,79,1
1,719,0,45,1,0,1,26,3,0,45,3,83,0
1,0,0,36,1,0,2,0,3,0,35,4,78,1
0,850,0,166,1,1,2,32,1,0,65,3,87,0
1,474,1,180,0,0,1,15,4,1,35,1,115,0
0,751,0,153,0,0,4,34,3,1,54,1,110,0
0,1257,0,0,0,0,3,53,1,1,100,2,83,0
0,1527,1,134,1,0,1,0,3,0,39,0,127,0
0,103,0,0,1,0,3,2,1,0,48,1,103,0
1,0,1,227,0,0,0,28,2,0,41,1,106,0
1,1254,0,213,0,1,3,61,4,0,54,4,74,1
0,399,0,263,1,0,3,39,0,1,54,4,75,1
1,768,0,150,0,0,0,0,3,0,25,4,90,1
0,458,0,189,0,0,1,0,5,0,39,0,112,0
0,840,0,198,1,0,3,26,3,1,63,4,90,0
1,311,1,223,0,0,1,56,4,0,77,4,74,0
1,985,0,212,1,0,3,30,2,0,44,2,119,0
0,214,1,172,1,0,2,10,0,0,57,2,70,1
1,1200,0,182,1,0,3,36,3,0,70,2,118,0
1,543,0,4,1,0,3,34,0,0,73,4,70,0
1,489,0,0,1,1,0,7,4,0,33,3,101,0
1,991,0,200,1,0,3,25,1,0,70,1,101,0
0,481,1,141,0,0,2,0,2,1,65,3,103,0
1,346,0,142,1,0,2,35,3,0,49,4,70,1
1,0,1,0,0,0,2,8,2,0,46,3,102,0
1,158,0,223,1,0,3,19,3,1,46,3,93,0
0,879,0,0,1,0,3,43,0,0,70,3,103,0
1,420,0,0,0,0,1,0,3,0,20,4,88,0
0,63,0,97,0,0,0,5,5,1,32,0,130,0
0,991,0,119,1,0,0,39,1,0,52,4,70,1
1,8,0,0,0,0,0,0,4,0,2,3,70,1
1,0,0,0,0,0,0,0,4,0,23,3,79,0
1,589,0,249,1,1,1,29,2,0,48,0,106,1
1,0,0,84,0,0,0,0,4,0,19,2,108,0
1,40,0,49,1,0,0,17,4,0,36,2,96,0
1,271,0,0,1,0,1,15,5,1,36,1,112,0
1,759,0,198,1,1,1,8,2,0,59,1,122,0
1,0,0,192,0,0,3,27,4,0,87,2,91,1
1,0,1,215,0,0,1,11,0,1,38,1,101,0
0,333,0,61,1,0,2,32,5,0,37,4,92,0
0,1173,1,272,1,1,3,28,0,0,57,1,104,0
0,547,0,118,1,0,1,23,1,0,63,2,102,0
0,1206,0,150,1,0,2,12,0,0,56,1,104,1
0,618,0,330,1,0,1,35,0,0,72,2,126,0
1,163,0,102,1,0,2,22,2,1,49,3,96,0
0,642,0,159,1,1,3,22,1,1,63,2,111,0
1,0,1,143,0,0,0,19,3,0,19,3,91,0
1,317,0,0,1,0,1,13,4,0,21,4,76,1
1,206,1,51,1,0,0,0,5,0,27,3,82,0
0,812,0,190,0,0,2,0,2,1,70,2,114,0
1,122,0,189,0,0,1,37,1,0,54,3,92,0
1,445,0,97,0,0,2,39,2,0,63,0,113,0
0,1173,1,176,1,0,1,21,3,0,60,2,108,0
0,1109,0,329,0,0,3,28,0,0,73,2,100,0
0,185,1,130,1,0,2,24,0,0,68,2,70,1
0,234,1,132,1,0,2,22,0,0,61,3,70,1
1,0,0,266,0,0,1,5,3,0,65,3,104,0
0,785,1,204,0,0,2,22,0,0,68,4,93,0
0,806,0,356,1,0,3,49,2,1,97,4,70,1
1,0,0,0,0,0,0,0,1,0,23,2,76,1
1,870,0,397,1,0,2,2,2,0,68,1,109,0
0,659,0,242,0,0,1,21,3,0,51,0,105,0
1,780,0,97,1,0,1,10,2,0,38,2,109,0
0,1208,1,231,1,0,2,62,1,1,66,4,76,1
1,482,0,59,0,0,3,28,4,0,57,2,101,0
0,827,0,102,0,0,0,19,0,0,74,1,121,0
0,845,0,269,1,1,1,19,2,0,54,2,112,0
1,279,1,0,0,1,0,0,5,0,11,2,99,0
1,156,0,109,0,0,0,4,4,0,19,4,85,1
1,1012,1,125,1,0,3,7,1,0,65,4,91,0
1,8,0,0,0,0,0,0,3,0,8,1,79,1
0,1047,0,161,0,0,2,0,0,1,50,1,125,0
1,1445,0,107,1,0,2,64,1,0,40,3,77,0
0,1076,0,194,1,0,3,47,2,0,86,1,113,0
0,963,0,89,1,1,3,30,2,1,75,4,72,1
1,488,0,227,0,1,1,30,2,0,57,4,95,0
1,24,0,70,0,0,0,3,3,1,30,3,102,0
1,998,1,306,1,1,4,24,1,0,70,4,70,1
1,183,1,195,0,0,1,16,3,0,43,3,88,0
1,0,0,0,0,0,0,0,1,0,30,2,70,1
1,0,0,28,0,0,0,40,1,0,25,4,87,1
0,972,1,73,0,0,0,29,2,1,63,2,92,0
0,1411,1,245,1,1,2,29,0,0,71,0,105,1
1,716,0,33,1,0,2,5,4,0,40,3,96,0
0,966,0,181,1,0,4,11,1,0,55,4,94,0
1,798,1,0,0,1,0,7,3,0,55,2,116,0
0,703,0,188,1,0,1,0,3,0,39,4,100,0
0,1235,1,354,1,0,2,27,1,1,90,4,101,0
0,556,0,182,1,0,2,48,0,0,70,4,72,1
1,0,0,0,0,0,0,0,0,0,18,2,71,1
0,598,0,266,1,1,2,7,3,0,77,4,82,0
1,462,0,0,0,0,3,23,0,1,75,4,86,1
0,815,0,263,0,0,3,47,3,1,37,2,79,0
1,5,0,0,0,0,0,0,0,0,12,3,72,1
1,570,0,0,0,0,1,30,4,0,38,3,84,0
0,1535,1,172,1,0,2,19,2,0,72,4,78,1
1,468,0,36,0,1,2,4,2,0,19,2,93,0
1,1258,0,178,1,1,2,36,0,0,48,4,84,0
0,1407,0,350,1,0,4,26,3,0,85,3,99,0
1,11,0,0,0,0,0,0,2,0,0,3,75,1
0,1062,0,167,1,0,4,20,2,0,51,3,95,0
0,784,0,0,0,1,1,50,0,1,76,2,116,0
1,435,0,111,1,0,0,52,5,1,20,2,90,1
0,859,0,242,0,1,1,32,5,0,55,2,111,0
1,1188,1,245,0,0,4,31,0,0,79,3,98,0
1,4,0,0,0,0,0,0,5,0,0,3,70,1
1,1349,1,219,1,1,2,41,3,1,63,3,81,0
0,1062,0,105,1,1,3,38,0,1,71,4,81,0
0,344,1,195,1,0,2,19,0,0,69,4,70,1
0,771,0,63,0,0,1,48,1,0,57,4,79,1
1,0,0,45,0,0,1,6,3,0,3,4,76,1
1,0,0,0,0,1,1,0,8,0,6,3,92,0
1,1232,0,189,0,0,3,43,1,1,65,2,116,0
1,355,0,9,0,1,1,9,3,0,51,2,98,0
1,0,0,129,0,0,0,33,3,1,7,4,73,1
1,233,0,0,0,0,0,5,4,0,21,1,97,1
1,322,0,21,0,0,0,22,2,0,36,4,85,1
0,272,1,155,1,0,2,27,0,0,71,3,74,1
1,525,1,118,0,0,3,34,2,1,50,0,130,0
1,0,0,0,0,0,0,1,5,0,12,2,108,0
0,1227,1,231,1,1,1,28,0,0,86,3,96,0
0,1167,1,386,1,0,2,32,0,0,83,4,82,0
0,203,1,124,1,0,2,28,0,0,71,4,72,1
1,149,0,128,1,0,2,9,2,0,50,3,86,1
1,323,0,99,0,1,2,16,3,1,46,4,74,0
1,1124,1,145,1,0,1,30,4,1,54,0,122,1
0,949,0,153,0,1,1,32,3,1,68,1,117,0
0,1219,0,60,1,0,2,27,0,0,94,2,115,0
0,873,0,151,1,0,3,39,2,0,56,3,98,0
1,700,0,128,1,0,3,13,3,0,65,4,116,0
1,8,0,0,0,0,0,0,3,0,28,1,81,1
1,208,0,119,1,1,0,0,4,1,30,3,101,0
1,444,0,12,0,0,2,17,0,0,17,3,96,1
1,62,0,82,1,0,0,7,4,0,38,0,119,0
1,515,0,0,0,0,0,4,4,0,23,3,88,0
0,1119,0,0,1,0,2,22,2,0,65,2,112,1
0,1310,0,266,0,0,2,48,2,0,82,4,74,1
0,1294,0,458,1,0,2,30,0,0,78,2,94,0
1,457,1,191,0,0,1,25,1,0,78,0,121,0
0,1384,0,232,1,0,0,30,4,0,42,1,116,0
1,730,1,308,1,0,2,36,1,0,55,2,82,0
1,6,1,209,0,1,4,50,1,0,64,4,75,1
0,577,1,20,1,0,1,21,1,1,38,4,102,0
1,352,0,0,0,0,0,42,6,1,12,3,78,1
1,475,0,386,0,0,2,16,4,0,55,0,113,1
0,1572,1,310,1,1,2,42,0,1,86,1,113,0
1,431,0,105,0,1,0,9,3,0,49,1,114,0
1,834,0,14,0,0,2,0,3,0,44,3,88,0
1,543,1,67,1,0,1,0,3,0,28,2,112,1
1,0,0,35,0,0,1,19,3,1,27,1,96,0
0,868,0,261,1,0,2,24,2,0,59,0,111,0
0,1133,1,146,1,1,4,25,1,0,75,1,109,0
1,0,0,0,0,0,0,0,3,0,16,2,79,1
1,6,0,0,0,0,0,0,2,0,30,2,83,1
1,177,1,185,0,0,1,36,4,0,43,4,72,0
0,342,0,52,0,1,0,19,1,1,28,3,109,0
0,1103,0,148,0,1,3,26,6,0,63,2,88,0
0,531,0,66,1,1,2,13,3,0,53,3,76,0
0,1185,1,314,1,1,2,25,0,1,93,1,115,0
0,1127,0,335,0,0,2,27,2,0,97,2,96,1
1,831,0,273,1,0,2,13,4,0,59,0,112,0
0,0,1,359,1,1,3,53,0,0,82,4,98,0
1,0,0,156,0,0,0,64,1,0,21,2,92,0
1,0,0,67,0,0,0,14,4,0,41,1,81,0
1,748,0,190,0,0,0,52,2,0,29,3,83,1
0,601,1,311,0,0,3,83,1,0,79,4,92,0
1,581,0,119,0,0,0,0,1,0,32,4,97,0
0,1484,0,61,1,1,2,28,0,0,65,4,90,0
1,197,0,0,0,0,0,0,0,0,11,1,108,0
0,314,0,119,0,1,1,26,6,0,35,3,111,0
1,1028,1,187,0,1,3,3,5,0,50,2,127,0
1,249,0,61,0,0,4,0,5,0,31,3,103,0
0,591,1,0,1,1,3,11,3,1,48,1,106,0
0,97,0,198,1,0,1,24,3,0,9,4,81,1
0,1068,1,78,0,1,2,23,3,0,62,3,70,1
1,0,1,0,0,0,0,34,6,0,54,0,111,0
0,1335,0,0,1,0,0,18,2,0,45,2,115,0
1,404,0,182,1,0,3,5,2,0,76,2,90,0
0,138,0,77,1,0,0,5,1,0,40,3,93,0
1,994,0,117,1,0,0,47,2,0,44,4,85,0
0,604,1,254,1,0,1,30,1,0,74,4,85,0
0,1099,1,321,1,1,3,18,4,1,90,0,130,1
0,1082,1,192,1,0,2,46,3,0,66,3,80,0
0,247,0,100,0,0,3,32,3,1,40,4,79,1
0,762,0,79,1,0,1,7,5,1,36,2,110,0
0,991,1,32,1,0,4,22,0,1,62,2,107,0
1,153,0,162,1,1,2,4,4,0,28,3,93,0
1,0,0,115,1,0,2,16,4,0,26,3,85,0
1,0,0,33,0,0,0,7,0,0,25,4,70,1
1,0,0,141,1,0,1,54,1,0,52,1,101,0
1,730,1,102,0,0,1,46,2,0,56,3,78,1
1,672,0,19,0,1,1,19,3,0,61,1,105,1
1,818,1,52,1,0,0,68,5,0,39,3,79,0
1,600,1,287,1,0,3,0,3,1,58,2,123,0
1,1026,0,368,0,1,1,18,4,0,64,0,106,1
0,742,0,244,0,0,3,39,2,1,58,0,93,0
1,922,0,154,1,0,2,26,3,1,71,4,95,1
1,252,0,0,1,0,2,7,1,0,32,2,100,0
0,352,0,0,1,0,1,13,3,0,32,3,94,0
1,279,0,65,1,0,2,42,6,0,31,4,90,0
1,0,0,0,0,0,0,0,1,0,27,2,77,1
0,329,1,267,1,0,1,45,0,1,72,2,92,0
0,1106,0,0,1,0,2,43,2,0,67,1,90,0
1,0,1,87,0,0,2,15,3,0,42,0,120,0
0,388,0,215,1,0,2,31,3,0,55,2,107,0
1,1337,0,126,1,0,2,28,0,0,80,0,107,0
0,680,0,117,1,1,0,9,1,0,42,4,85,1
1,158,0,124,1,0,1,19,3,0,42,4,83,1
0,579,0,216,1,1,1,6,2,1,45,1,107,0
1,359,1,160,1,1,2,40,2,0,59,2,81,0
1,138,0,84,0,0,1,29,3,0,19,2,74,1
0,177,1,153,1,0,2,32,0,0,67,3,71,0
1,680,1,173,1,0,2,25,1,1,72,2,102,0
1,0,0,34,1,0,0,12,3,0,46,3,113,0
1,1035,0,0,0,0,1,4,3,1,27,2,84,0
0,1065,0,241,1,0,1,7,0,1,85,3,97,0
0,799,0,0,1,0,2,29,3,0,42,3,77,0
0,237,0,130,1,1,1,22,3,0,72,1,117,0
1,0,0,131,0,0,0,0,3,1,52,0,112,0
1,350,0,0,0,0,0,5,4,0,4,1,97,0
1,772,1,172,1,0,4,0,3,0,46,2,99,0
0,729,0,367,1,0,4,19,2,1,70,4,95,0
0,1398,0,328,1,0,3,39,3,1,90,1,99,0
0,1361,0,148,0,1,5,8,0,1,64,2,98,0
1,390,1,77,1,0,0,14,5,0,27,0,102,0
0,816,1,377,0,0,3,44,0,0,68,4,74,1
0,607,0,99,1,0,2,15,7,1,35,3,78,0
1,807,0,25,1,0,0,13,2,0,22,0,111,0
1,672,0,25,0,0,0,3,4,0,17,3,90,0
0,1426,0,239,0,0,2,39,0,0,96,1,126,0
0,839,1,125,0,0,2,35,0,0,65,1,109,0
1,853,0,34,0,0,2,51,2,0,62,4,79,1
0,156,0,176,1,0,2,12,4,0,46,4,86,0
1,352,0,122,1,0,2,19,2,0,44,0,125,0
1,192,0,0,0,1,0,0,5,1,0,3,85,1
0,969,0,196,1,0,1,13,4,0,50,3,95,1
1,1045,1,214,0,0,3,25,0,1,61,4,94,0
0,795,0,273,1,1,2,41,0,0,91,3,82,1
1,1036,0,6,0,0,1,45,3,0,24,3,85,0
1,353,0,22,0,1,0,0,4,1,19,4,115,0
1,0,0,154,0,1,3,0,3,0,31,2,82,0
